7906	53	3682
7855	12	7056
4307	186	10895
10941	119	10357
6206	12	1099
12022	265	8954
9314	108	2282
2444	119	3592
7266	250	9375
9698	108	5894
1568	198	3522
2103	65	2462
139	250	5949
10352	253	8933
10083	250	7378
3040	98	920
9022	91	10301
5400	91	9243
2887	19	8417
5709	91	1430
11564	251	7954
7228	208	5668
5667	169	10276
9726	219	3941
4579	200	9733
7983	191	2193
4682	105	10086
7025	19	7954
10660	250	5566
5742	12	11454
735	91	10242
8670	184	6594
5445	250	5952
1229	13	11877
5801	119	10357
11438	272	11909
5378	4	2980
7190	11	10303
1317	200	509
7014	56	2146
7686	258	12775
10805	69	430
12721	250	3792
12393	272	9258
7106	169	11877
11111	156	11501
11313	272	12405
3520	100	9749
7805	112	1826
2637	62	8483
5427	15	4998
11150	69	2808
4066	93	9535
9449	253	10301
11817	111	4556
4262	19	12292
11568	265	8951
11140	69	4226
7607	261	2042
8556	276	5288
8771	253	7977
11855	108	8358
7432	91	8770
6070	258	2824
10909	4	2465
1977	261	7675
10354	191	8959
1790	136	11877
7506	11	6200
7611	156	7396
1443	111	9728
7585	165	9911
7374	56	6740
4448	277	4447
9508	215	2383
3088	250	672
5243	200	995
4528	62	9408
1910	24	11872
11742	12	7391
9363	108	7096
11044	250	9418
9107	15	255
4538	200	285
530	253	10755
640	250	5074
9378	108	855
7347	212	10357
8382	251	3903
8157	96	5288
21	11	7893
6001	250	5560
6174	91	8744
4777	272	7369
12818	15	2668
10307	276	10307
6610	91	3720
9078	169	2319
6856	98	7955
6206	208	6850
7172	119	2201
7828	4	4732
11435	34	12267
804	12	4439
11082	62	2873
5285	191	12200
9361	111	11671
7815	11	6121
7166	27	718
9183	253	10192
8188	250	7191
11726	272	12367
11864	18	5209
8544	107	5489
10750	253	4429
5513	108	11493
5110	107	3445
4507	208	762
2922	4	12012
2769	111	6180
12671	261	4501
2202	217	10826
272	265	3164
11069	81	8019
5735	12	8021
1479	276	9065
3894	12	9168
9464	272	10744
10542	218	1826
1091	111	8663
12027	1	961
4679	253	8975
8165	276	10244
1388	34	12661
11403	52	7422
7449	265	8954
5610	65	7553
2323	136	11877
1624	272	6303
35	19	4748
2502	250	5792
5688	19	6740
7520	208	12405
1402	48	11877
2518	11	6117
7172	119	8806
118	38	193
6694	200	6472
4605	163	11877
6267	69	6760
6426	258	4324
5979	19	7879
676	154	8769
11774	36	1208
4118	250	10137
10517	48	11877
4219	108	4074
1304	93	11909
1928	1	8268
9323	276	9323
5551	11	5538
3059	91	7769
3600	4	12011
5061	156	2752
2978	277	2977
4444	169	9911
417	134	11877
8979	91	2475
5149	217	5364
1574	59	3310
199	156	6143
2246	91	1390
4936	16	7039
4515	48	3968
719	48	11877
3087	208	3503
6329	276	5459
1536	169	3859
6511	250	1543
2695	276	1569
4797	250	5772
7193	19	11877
1307	250	10527
9357	91	8808
805	4	10871
4566	65	74
4657	276	888
10419	48	11877
5460	48	5459
11308	250	2340
4679	158	2257
5714	169	8770
7984	276	4501
10048	250	8599
5697	19	2169
5576	163	5285
10000	19	961
11429	67	1789
5569	19	2169
8043	250	10185
2894	75	6225
3617	91	7333
5012	272	5788
11828	265	8954
6426	258	4324
8228	34	8319
4549	134	2169
11741	201	9149
6686	276	5288
10479	250	8459
82	81	3956
10852	112	1267
11112	200	7135
9559	169	8540
6729	250	3549
1908	265	11872
5482	169	9911
11459	258	4476
5518	208	8755
1720	108	5110
315	250	6303
5834	19	1068
12131	11	1524
9575	36	4346
492	276	7906
7294	11	528
418	251	12292
8161	253	4780
5192	111	3304
11644	15	4933
8079	91	2591
11943	36	5250
866	108	3429
10371	156	4512
2377	19	6803
12525	43	3344
3113	111	4556
700	91	9824
1276	276	1276
3630	19	10323
6559	55	8726
2881	4	11926
6406	200	5439
4209	208	3362
7498	111	6404
9284	91	4104
8734	208	9204
11645	11	5785
12449	112	2519
10482	270	4259
1821	4	5853
9640	169	106
3369	100	6740
11741	135	5101
11100	78	654
6131	4	11915
9624	12	11320
10189	260	12496
513	48	11877
5530	157	3492
3326	250	12295
1578	65	10291
8597	200	3857
11090	34	456
877	169	10276
1691	91	4423
10407	201	3855
11395	34	9415
7498	111	11805
6768	276	6768
4110	250	5327
12282	248	5954
8080	256	1790
11600	69	10704
3348	4	3935
910	276	8661
9531	56	1304
5199	98	11868
7518	1	11877
1375	65	12405
11695	1	7166
11071	250	11546
11019	85	920
5696	91	8772
5810	196	5412
11279	62	5711
11206	272	11909
926	48	1870
2544	19	7955
6897	65	8490
8456	100	6740
10875	134	7347
10595	11	8583
12474	165	10110
7983	19	11877
12345	251	8103
3102	91	8944
2339	19	6708
1289	139	7335
8069	111	2420
7266	65	3281
5496	19	7654
3799	200	2271
5546	208	9032
6741	265	2493
11247	11	2463
5515	108	1130
3069	19	7694
12549	98	12425
1612	19	6740
7171	48	8735
9022	111	4061
12824	65	12405
4750	134	8364
1608	169	9911
9460	91	9243
2649	210	6704
8870	105	3859
856	56	1826
4881	253	2773
11428	163	11877
11914	265	8954
4655	62	9321
1024	48	11877
2122	81	11414
9522	24	2169
748	11	8513
3079	11	6117
5876	258	8840
10694	48	11877
2284	108	1289
620	56	6740
4922	134	7955
4759	65	7935
8042	11	10772
3376	62	10242
12392	69	12587
1359	12	6671
3954	62	9408
3253	18	9941
1749	250	11522
1790	177	8955
4073	139	11709
1965	156	9098
8529	1	902
2451	276	2451
11237	48	12834
1989	250	5952
12066	48	9884
11665	19	7954
192	200	5270
7265	65	11909
10764	169	3860
3126	1	11877
1356	218	6740
7790	34	4987
6508	250	4905
10403	69	4707
6120	91	2593
6725	200	6538
8018	91	8772
12337	12	5421
1458	250	4771
10277	136	5459
12480	13	11877
11334	62	3968
3544	12	11321
5919	134	7722
6313	82	5594
12654	276	8268
11791	210	8666
2624	200	1612
6718	112	4470
5365	265	9073
8857	195	10877
10295	200	394
3587	112	7933
5094	208	12291
11718	272	447
273	116	2053
10139	261	4501
2813	84	7544
5279	44	9251
5422	258	4725
598	112	7172
4623	276	3405
4780	157	9108
6440	111	3304
9387	91	5509
10759	93	11866
7927	48	7930
12097	48	11872
8822	59	8771
9182	59	3308
8136	276	7922
11481	156	2275
862	19	7954
1056	261	796
10339	265	8954
4373	251	7933
1584	92	7776
1392	48	11872
9011	12	5203
392	56	11877
9907	111	3304
5709	111	4458
7228	12	1649
3218	4	6709
9236	250	10744
6499	19	7955
7723	250	3625
2894	139	3616
1413	100	7955
6708	112	3584
2549	24	7954
1049	200	3459
4993	156	5694
4257	15	188
3971	210	1998
89	250	6318
3425	69	2228
917	265	4269
8058	253	5173
1728	48	12834
10368	163	11872
5059	62	11877
5533	91	8770
570	250	9605
1321	253	5508
2180	11	2054
7567	265	6395
12603	19	3903
4881	253	10389
8804	193	11564
11238	200	5139
4279	163	9901
1602	277	1678
6829	122	12575
7054	91	852
7569	48	11877
2314	48	11877
7182	63	9178
11430	250	342
10797	19	11585
9610	191	8527
8153	276	8153
7570	36	10178
6412	48	11877
4104	253	11508
11746	276	11745
715	65	3913
5610	169	3859
3362	136	11872
6667	156	11501
11855	91	2519
12045	1	902
6976	12	8776
725	91	11566
10572	12	1358
2541	111	8809
8728	265	5091
3957	48	11877
12243	100	5101
6218	62	8588
4370	250	3069
8549	48	961
8189	250	3537
9543	79	7251
12665	276	12665
10366	65	74
5121	34	3169
523	19	7541
8954	276	6957
4749	48	11877
12767	160	12767
3588	191	8103
12029	251	8103
6757	165	1789
7930	276	7930
3814	208	809
11541	11	21
517	250	5448
11443	78	5425
3481	250	7203
10284	1	1841
12541	122	1225
6494	82	9404
6199	250	2832
12383	4	11968
11485	12	9058
8088	261	2042
3168	276	3168
11256	111	6988
401	19	6708
2502	156	7087
4144	65	7553
12655	177	3522
1647	6	10895
5167	43	6946
4341	34	6655
12793	91	532
11785	276	8218
2086	19	9855
11749	112	12042
114	18	12701
8481	169	3857
1024	86	6336
1680	24	9238
7151	267	6825
7637	24	7636
11507	112	2448
10957	69	11453
4331	215	1196
11916	265	8954
11514	272	11869
1414	91	4676
6198	200	6471
11516	19	4748
956	277	10921
9341	91	532
11100	52	10187
1685	19	6740
25	100	7954
9966	53	2037
3235	55	10628
2639	276	2639
1846	1	11877
6473	19	11877
7163	218	6740
10796	250	3792
3127	19	6618
10005	250	5419
7646	261	2042
7202	134	11877
6725	200	4082
2001	163	975
12005	48	1870
2769	111	3496
4651	208	6853
9022	91	1507
554	12	6144
4084	275	1
8509	265	8919
9683	276	9065
2464	251	8289
6882	36	9682
6525	36	6524
5838	48	2197
2103	69	3463
2697	253	6298
9777	169	2584
5684	91	4881
5573	19	12336
3276	12	3543
672	208	10289
11752	251	10921
128	34	1653
11127	111	1563
2088	208	11870
3401	251	6151
8199	125	7236
5383	19	1826
1320	250	10861
3287	34	12405
1585	276	4286
2254	218	1826
9001	208	4914
5864	19	6517
2691	136	11877
2179	48	11872
11914	1	9207
3707	65	4591
11443	78	6209
1950	169	6843
6426	258	6518
11428	168	4835
4351	91	9449
6468	250	10075
2041	276	3278
6314	272	8412
1093	15	8064
7336	208	11620
11562	270	11731
9410	4	9565
10646	134	3584
1720	107	7230
344	111	6180
7309	265	7310
6129	112	1642
6531	12	2863
4639	276	4639
12610	108	2093
10556	4	3053
3596	116	10409
9011	100	8383
1129	250	7398
1581	65	7338
4789	19	12745
1923	56	9933
6175	19	6720
5716	208	10301
6958	119	569
11715	250	1758
1474	11	6187
4181	112	8996
2666	111	8975
9752	48	11877
8168	251	7913
3696	19	429
2211	100	11877
6144	11	1202
7641	119	2663
5662	15	8064
4334	250	9858
9638	1	1870
9218	16	7
2607	112	9368
226	56	12425
5597	208	7315
12050	251	9012
3888	232	10440
3960	112	7172
3468	93	11866
5332	65	8412
5830	108	12623
11967	36	8145
677	91	3410
4741	126	3045
9899	104	10254
4209	11	8616
12055	277	9748
1575	253	3303
632	250	7267
9793	265	6743
5722	250	10528
328	217	4879
4349	250	2220
2303	56	6740
7562	250	5883
10985	34	5809
12003	13	6942
8816	276	1556
12312	163	9612
2704	19	7955
11560	200	3629
3560	63	12408
3599	19	9501
12814	265	7906
2376	165	7776
4039	56	6740
12259	19	2146
3952	112	10921
11004	250	1756
5970	19	6708
10593	208	3613
5337	219	820
5657	169	6843
9966	27	2729
345	200	961
3880	105	3855
1706	19	7940
5274	119	11794
1436	250	5551
5675	19	6708
6669	272	5501
3020	208	8755
218	276	5503
9313	193	6506
5016	218	10738
3518	250	5904
3722	157	12263
2690	201	3603
4818	56	6968
5750	19	11877
11158	208	12408
11390	272	10908
7060	265	9752
9371	4	9575
8232	18	4057
5342	261	2042
11103	65	7955
9906	191	3968
6743	112	4470
1455	250	5419
4147	85	9749
1751	112	1642
9448	158	9451
9421	12	2884
8818	19	8527
323	122	6026
11337	272	2462
4148	59	265
1303	91	10866
10500	91	313
12177	36	7818
3195	200	11650
6465	78	12359
12727	19	7955
11060	156	5837
9586	163	11877
3463	91	3860
4068	69	3536
3326	250	6326
4566	200	5746
10016	156	4233
1190	48	11877
10923	1	10921
4042	253	72
3722	157	10224
7949	253	4780
12313	107	7367
9058	208	12725
4544	93	11866
10875	201	7347
8035	276	7906
2687	251	7933
9968	272	3565
9067	169	275
5002	34	2808
1922	91	10301
7380	19	291
11142	250	8480
11648	56	7955
5328	107	2762
9449	253	2591
6401	112	7448
11361	156	7145
11903	134	7955
2625	253	10342
7356	276	3497
5115	261	8366
11719	261	3398
2592	111	1145
4064	217	1724
6478	184	5288
9200	93	10512
1148	119	8740
1368	265	8954
941	112	7954
11517	48	2197
7566	36	1160
457	19	4058
2463	48	11877
4057	43	12618
9215	48	3968
4907	275	1
1541	258	3073
4308	19	2550
2365	19	10270
3661	48	11877
1122	19	3701
318	100	7172
9509	19	9008
4802	107	4073
12381	91	2536
9558	258	8198
11761	261	3405
3931	250	5449
10814	191	10171
2508	1	2508
8057	250	8497
1029	96	1277
4564	188	5271
5978	169	2496
9682	261	2042
2427	34	5413
8979	78	1687
3693	34	5748
4085	250	5069
9470	12	1558
6271	68	2116
9380	15	4413
9166	250	7150
3627	111	1015
6686	276	11798
3969	107	11493
12715	208	9032
4690	108	2105
3733	96	1217
5716	12	6824
3911	19	10428
8446	56	7913
11547	62	9262
1974	217	3403
4139	156	11458
1378	112	376
7521	4	9619
4424	134	7955
3021	180	11904
4239	11	10965
10033	272	5878
4712	272	12405
6445	19	4639
11586	85	11585
5314	11	9771
11872	93	11866
3362	178	2324
8011	12	8012
11034	11	10180
11394	250	9712
411	108	853
3640	65	2462
7008	56	7718
6668	91	5371
6851	11	12408
1829	1	902
1415	200	4443
8831	19	6368
3485	208	3613
7424	11	10468
10781	276	8366
12576	91	4881
232	48	11877
12337	208	809
3794	200	995
1660	174	5288
7464	13	12214
11879	18	12397
5587	19	11872
7780	82	5714
2987	250	5076
2494	98	5160
5732	19	7955
4672	277	2044
5633	208	931
11986	265	6395
2810	96	7645
7049	218	7955
7230	108	5110
10093	64	3604
2171	12	11683
6416	19	1670
2745	250	12608
10677	105	12251
1257	53	9205
11667	91	9876
11857	200	835
2845	12	2846
2769	111	3488
5124	156	11501
1321	59	10732
8358	107	8544
1909	127	3928
9561	208	8753
11753	253	532
8988	103	8550
4149	59	4345
10899	98	8317
742	19	1826
6416	91	9824
5976	19	7166
3453	91	5164
7011	100	11877
8234	65	11738
10665	91	5509
4833	56	1826
2887	100	3584
3314	208	2046
9384	56	1826
12524	188	3968
11938	36	6278
11703	248	119
1676	161	9695
9776	277	8206
10503	250	7888
11297	250	8274
4254	55	10655
3688	19	7954
3927	98	11877
838	34	2853
5457	56	1826
1944	265	8890
11208	156	1610
4675	111	11757
26	12	7730
7129	91	12505
5454	19	4159
2860	248	12246
11695	251	7166
11137	62	4171
1735	208	2463
8885	134	2169
9081	169	5508
11731	19	5101
8235	218	7281
769	208	9550
834	19	10637
2103	34	3463
7389	169	3857
4219	108	810
8183	1	8182
4213	177	11543
1524	169	275
2781	169	2510
3934	116	8836
6350	250	7066
10483	78	7415
4893	276	4845
10932	200	5316
6199	65	7553
11266	250	7097
6759	56	1826
5480	275	1
10644	62	11877
2001	19	12245
6641	11	6931
5117	18	12701
7361	169	12318
5064	108	5257
10488	250	6545
6418	219	2683
9184	253	2773
9805	48	5288
11345	165	1025
9127	12	11053
1167	250	1126
2774	250	5709
5177	208	3503
9190	136	11877
4980	56	7955
12170	91	4423
3676	263	5459
5308	250	10185
749	208	3362
7242	122	12336
10143	118	8948
6530	107	6763
9563	91	8772
11732	48	5288
1893	245	2197
11365	250	7446
8017	15	8285
4941	272	5728
7812	43	7810
494	65	10291
372	19	1870
6721	24	11877
5895	19	7954
8682	208	2463
11371	81	12148
9481	208	2463
2509	184	3045
1996	208	5266
12095	1	961
12112	62	11650
12265	11	10996
9101	250	9029
3495	276	5287
10178	112	86
8277	125	7236
5219	112	5854
6594	98	8324
3335	1	11872
6625	112	2607
8296	134	11877
11030	250	1688
10580	48	11877
9940	12	10019
10404	250	769
9680	251	1826
372	11	7539
12119	48	10723
9121	250	9290
6794	12	6821
11111	34	11501
5258	91	3157
9989	91	10198
11916	24	7954
7256	178	515
7758	250	2783
9040	261	7675
6197	112	2605
12703	111	10754
11231	250	1099
1401	69	11458
7011	19	1664
5907	91	1390
6	91	5507
9525	253	10192
6981	265	4870
6823	250	8605
11588	264	11587
6804	11	11735
4659	79	6786
7163	12	7511
11178	65	3959
7816	15	3141
9851	48	4286
980	217	8915
2812	261	3405
4494	276	8527
3578	250	834
2613	112	8130
6589	98	6708
1225	261	8366
1401	200	1250
6422	169	2474
2134	52	4355
10579	19	8371
